MHCLG code,Area code,Area name ,a1a,a1b,a2a,a2aa,a2ab,a2b,a2ba,a2bb,a2c,a2ca,a2cb,a2d,a2da,a2db,a2e,a2ea,a2eb,a2f,a2fa,a2fb,a2g,a2ga,a2gb,a2h,a2ha,a2hb,a2ia,a2iaa,a2iab,a2ib,a3a,a3aa,a4a,a4ba,a4bb,a4c,a4d,a5a,b1a,b2aa,b2ab,b2ac,b2aaa,b2aab,b2aac,b2aba,b2abb,b2abc,b2aca,b2acb,b2acc,b2ada,b2adb,b2adc,b2ba,b2bb,b2bc,b2ca,b2cb,b2cc,b2da,b2db,b2dc,b2ea,b2eb,b2fa,b2fb,b2fc,b2faa,b2fab,b2fac,b2faaa,b2faab,b2faac,b2faba,b2fabb,b2fabc,cc1a,cc1aa,cc1ab,cc1ac,cc1ad,cc1ae,cc2a,cc3a,cc3aa,cc3ab,cc4a,cc4aa,cc4ab,cc5a,cc5aa,cc5ab,cc5ac,cc5ad,cc5ae,cc6a,cc6aa,cc7a,cc8a,d4a,d4aa,d4ab,d4ac,d4ad,d8a,d8aa,d8ab,d8ac,d9a,d9aa,d9ab,d10a,d10aa,d10ab,d11a,d12a,e1a,e2aa,e2ab,e2ac,e2ba,e2bb,e2bc,e2ca,e2cb,e2cc,e2da,e2db,e2dc,f1a,f1b,f2aa,f2ab,f2aaa,f2aab,f2ba,f2bb,f2baa,f2bab,f2ca,f2cb,f2caa,f2cab,f2cba,f2cbb,f2cca,f2ccb,f2cda,f2cdb,f2da,f2db,f2daa,f2dab,f5a,f5aa,f5ab,f6a,f7a,f8a,f9a,f10a,f11a,f12aa,f12ab,f12ac,f12ba,f12bb,f12bc,f12ca,f13a,f13b,f13c,f13d,f13e,f13da,f13db,f13dc,f14a,f14b,f14c,f14e,f15a,f15b,f16a,f16b,f16c,f16aa,f16ab,f16ac,f16ba,f16bb,f16bc,f16ca,f16cb,f16cc,f16da,f16db,f16dc,f17a,f24a,f25aa,f25ab,f25ba,f25bb,f25ca,f25cb,f25da,f25db,f25ea,f25eb,f25fa,f25fb,g1a,g2a,g2aa,g2ab,g2ac,g2ad,g3a,h1a,h1b,h2a,h2b,h3a,h3b,h4aa,h4ab,h4ba,h4bb,h4ca,h4cb,h4da,h4db,h4ea,h4eb,h4fa,h4fb,h4ga,h4gb,h4ha,h4hb,h5a,h6a,h8a,h9a,h10a,h11a,h12a,h13a,h14a,i1a,i2a,i3aa,i3ab,i3ba,i3bb,i3ca,i3cb,i3da,i3db,i3ea,i3eb,i3fa,i3fb,i4aa,i4ab,i4ba,i4bb,i4ca,i4cb,i4da,i4db,i4ea,i4eb,i4fa,i4fb,i5aa,i5ab,i5ba,i5bb,i5ca,i5cb,i5da,i5db,i5ea,i5eb,i5fa,i5fb,i6a,i7a,i7b,i7c,i7d,i7e,i7f,i8a,i8b,i8c,i8d,i8e,i8f,i9a,i9b,i9c,i9d,i9e,i9f,i10a,i10b,i10c,i10d,i10e,i10f,i10g,i10h,i11a,i12a,i13a,i14a,i15a,i16a,i17aa,i17ab,i17ba,i17bb,i17ca,i17cb,i17da,i17db,i17e,i17dc,i17dd,i17de,j1aa,j1ab,j1ba,j1bb,j1ca,j1cb,j1da,j1db,j1ea,j1eb,j1fa,j1fb,j1ga,j1gb,j1ha,j1hb,j2aa,j2ab,j2ba,j2bb,j2ca,j2cb,j2da,j2db,j2ea,j2eb,j2fa,j2fb,j2ga,j2gb,j2ha,j2hb,j3aa,j3ab,j3ba,j3bb,j3ca,j3cb,j3da,j3db,j3ea,j3eb,j3fa,j3fb,j3ga,j3gb,j3ha,j3hb
K5600,E09000020,Kensington and Chelsea,6790,0,954,954,0,1714,1714,0,2455,2455,0,1403,1403,0,244,244,0,16,16,0,0,0,0,44,44,0,6830,6830,0,6830,764.407,764.407,0,8,0,0,0,0,87,8,2133,839,7,1662,734,0,0,0,1,471,105,0,0,0,0,0,0,0,0,0,1,171,105,0,0,9,2304,944,9,2304,944,8,2133,839,0,0,0,3330,1254,1395,526,155,0,Y,Y,3,N,N,N,..,2318,2037,3,131,173,1,30,0,Y,Y,28,0,9,0,0,49,26,0,0,27,16,11,104,101,3,120,0,141,19,0,19,50,0,50,56,16,72,125,16,141,C,C,0,0,0,0,195,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,26,12,12,4434,737,112,12,3,23.6,-,5,5.9,-,8,3,0,1130,0,1489,0,0,0,24,0,3753,5712,244,829,1489,5712,3836.131632,26,20,769.2307692,1456,5554,3814.56044,29,71,2448.275862,12,67,5583.333333,22,23970,10506,9492,0,0,8,843,0,0,0,0,4766,10335,33.33,12,2,3,0,7,2,52,0,122.15,0,122.15,0,92.59,0,108.88,0,128.22,0,141.93,0,163.06,0,177.86,0,0,0,122.54,0,2243712,1582751,9788,42509466,2106763,638254,39764449,9,99.97538505,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,12174,20479,19932,0,0,0,1,7,12,1,3,8,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z5630,E09000021,Kingston upon Thames,4597,0,317,317,0,1437,1437,0,1541,1537,4,1222,1213,9,59,56,3,4,4,0,1,1,0,31,31,0,4612,4596,16,4590,378,376,0,1,0,0,13,14,60,23,4857,2381,4,723,416,9,1596,923,10,2538,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4857,2381,20,3856.9,2068.1,20,3856.9,2068.1,0,0,0,-,-,-,-,-,-,Y,Y,5,N,N,N,..,581,78.2790479,70.39388996,265.2649845,130.776247,26.2946172,0,0,Y,Y,44,0,0,0,0,154,0,0,0,12,9,3,210,142,68,74,0,80,9,15,24,2,4,6,1,47,48,12,66,78,C,C,78,80,78,80,99,450,99,450,5,20,5,20,0,0,0,10,0,0,0,0,0,0,0,0,0,57,52,4800,250,228,11,14,61,0,2,50,0,16,136,13,33,135,138,112,0,23,1603,131,332,146,826,53,138,1345,9746.376812,0,0,0,138,1323,9586.956522,4,22,5500,0,0,0,3,5962,389,1608,0,0,1,175,0,-,13,47860,-,49643,32.94,14,14,0,0,-,0,52,52,116.04,141.99,116.04,141.99,87.58,0,102.02,0,115.6,117.65,130.77,138.79,143.92,169.52,158.28,0,153.55,0,113.82,138.49,1267093.86,1452217,90581,29737962.97,12498.61,388605,29336859,9.144240521,99.69123825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,21,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,1,50,0,0,0,3,0,10,0,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5660,E09000022,Lambeth,24179,297,912,912,0,6667,6667,0,8399,8399,0,6240,6240,0,1343,1343,0,226,226,0,86,86,0,177,177,0,24050,24050,0,23502,1750,1750,0,0,0,0,0,1,380,40,10071,4156,15,2755,1559,15,3940,1559,10,3376,1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10071,4156,37,8634,3845,37,8634,3845,0,0,0,23364,14828,6205,2098,233,0,N,Y,2,N,N,..,..,15098,4288,1584,11744,2305,0,3494,61,Y,Y,223,0,0,0,0,398,0,0,0,73,42,31,694,637,57,389,0,274,25,20,45,14,44,58,28,143,171,67,207,274,D,D,1791,454,0,0,565,500,0,0,476,144,0,0,0,0,476,144,0,0,0,-,0,0,0,0,0,97,277,1900,1200,522,46,6,34,0,0,0,0,6,4775,95,813,14,4152,14,0,0,49215,979,8379,42794,119,0,4152,42794,10306.84008,0,0,0,3529,33907,9608.104279,125,851,6808,498,112,224.8995984,18,69533,13159,69533,0,0,0,0,0,0,0,-,6367,69533,22.21,87,69,10,1,7,23,52,0,107.73,0,107.73,0,78.39,0,92.39,0,105.58,0,121.61,0,140.24,0,153.23,0,168.18,0,107.73,0,7382286,3635406,31479,158243138.7,240540.41,2201216.68,155801382,4.6,95.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5690,E09000023,Lewisham,14227,0,706,706,0,3944,3944,0,5459,5459,0,3153,3153,0,543,543,0,71,71,0,31,31,0,320,320,0,14227,14227,0,12951,735.237,735.237,0,0,0,21,5,0,285,65,11373,6688,25,2863,2551,25,4590,2587,15,3920,1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,11373,6688,59,8816,6066,59,8816,6066,0,0,0,9921,2241,3693,2717,1270,0,N,Y,5,N,Y,Y,,8664,77,1800,4864,1923,2,2,0,Y,Y,71,-,0,0,0,355,0,0,0,-,-,-,426,375,51,652,0,415,7,22,29,5,88,93,1,294,295,13,404,417,C,C,133,475,0,0,568,448,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,1350,850,288,-,80,618,83,4,23,6,84,720,230,0,0,464,0,0,285,19203,5122,0,12323,0,0,464,12323,26558.18966,0,0,0,125,10798,86384,339,1525,4498.525074,0,0,0,4,24325,950,24325,0,0,0,0,21,-,5,-,950,24325,28,33,29,3,0,1,20,52,0,95.53,0,95.53,0,72.47,0,84.24,0,94.78,0,110.83,0,124.02,0,142.22,0,148.21,0,95.54,0,3864874.24,2472181.14,1217350,72632648.78,201928.48,1392780.8,71037940,8.7,98.28633826,0,0,21,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,59,2,0,0,7,0,0,68,0,16535,10548,1415,5,160,5,8,14,8,2,10,21,26,21,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T5720,E09000024,Merton,81,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9802,4456,2979,1904,463,0,N,Y,-,N,N,..,..,4377,417,5,2801,1065,0,412,0,Y,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,5,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,26,2040,275,154,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,78,0,0,46,0,0,156,0,4215,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5750,E09000025,Newham,15706,293,158,158,0,4960,4722,238,5414,5188,226,5103,4854,249,522,503,19,56,56,0,13,13,0,0,0,0,16226,15494,732,14493,161.44,125.74,0,3,0,27,97,0,527,147,22120,14862,55,5790,5588,48,6733,4832,44,9597,4442,147,22120,14862,0,0,0,0,0,0,0,0,0,0,0,147,22120,14862,117,14866,11875,117,14866,11875,0,0,0,26139,10744,7989,4975,1159,1272,N,Y,2,N,N,Y,2,18451,2309,1757,13072,712,194,197,2,Y,Y,74,0,7,0,0,288,37,1,0,42,21,21,404,381,23,249,0,645,41,12,53,62,29,91,14,487,501,117,528,645,C,C,112,140,0,0,616,686,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,79,89,6000,1000,509,-,77,552,0,10,72,0,87,225,245,135,0,1655,0,0,0,1550,679,785,11800,425,199,1655,11800,7129.909366,0,0,0,1439,9000,6254.343294,0,0,0,226,2800,12389.38053,11,7831,2085,7029,0,0,3,294,27,751,97,3292,2212,11366,65.42,82,38,3,1,40,9,50,50,100.93,161.88,97.04807692,155.6538462,76.52,0,82.15,144.31,93.89,171.82,111.32,158.07,129.79,169.51,143.26,0,171.13,0,97.05,155.65,4149348.96,4120534.93,0,85545179.17,144502.69,1866074.88,83534602,9.7,100,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,120,0,124,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,209,223,84,0,334,0,0,850,0,14299,82927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,224,0,0,0,0,0,280,0,0,0,0,0,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W5780,E09000026,Redbridge,4445,0,441,441,0,1351,1342,9,1336,1269,67,1211,1186,25,89,89,0,15,15,0,1,1,0,0,0,0,4444,4343,101,4444,290.614,283.703,0,0,0,25,12,6,96,53,8027,5167,18,1525,1641,19,2996,1889,16,3506,1637,0,0,0,0,0,0,1,216,104,0,0,0,0,0,54,8243,5271,40,4980,3937,40,4980,3937,0,0,0,5408,1357,1801,1603,647,0,N,Y,2,N,N,N,..,4080,2268,0,1577,230,5,112,0,Y,Y,29,0,0,2,0,126,12,29,0,20,5,15,175,153,22,142,0,38,15,3,18,6,2,8,0,12,12,21,17,38,C,C,193,50,0,0,164,150,0,0,158,20,5,5,33,0,120,20,0,0,0,0,0,0,0,0,0,147,-,5000,-,160,50,49,839.1525,-,4,54.988,0,53,69,0,210,0,282,0,0,0,370,0,3374,4871,96,6,282,4871,17273.04965,0,0,0,324,1100,3395.061728,0,0,0,0,0,0,6.345634563,24056,2258,10130,0,0,0,172,25,6750,12,7121,2258,24173,15.12,5,4,1,0,0,5,50,50,107.66,164.22,103.5192308,157.9038462,79.1,0,89.68,113.07,104.16,158.24,123.55,153.51,143.75,0,158.25,0,150.6,0,-,153.04,520848.35,328127.02,35930,24172881.2,109622,158048,23905211,3.6,99.9,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,21,0,0,0,0,0,86,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,17,10,0,0,0,0,0,27,0,6711,0,0,0,0,1,1,3,16,2,8,6,25,25,0,0,25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L5810,E09000027,Richmond upon Thames,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3944,2341,1019,472,112,0,N,N,..,N,Y,Y,0,3837,332,211,3730,303,18,6,4,N,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,36,510,-,50,0,14,0,0,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,23,0,0,48,0,2836,1527,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5840,E09000028,Southwark,38489,135,1787,1787,0,11040,11040,0,13283,13283,0,8670,8670,0,2094,2094,0,267,267,0,114,114,0,342,342,0,37597,37597,0,37547,2745.69,2745.69,82,4,0,1,276,0,642,170,33558,17542,84,13484,8650,54,11391,5572,32,8683,3320,0,0,0,2,127,52,0,0,0,8,4626,0,0,0,180,38311,17594,167,31877,16800,162,30762,16748,2,127,52,6778,3370,2108,961,339,0,N,Y,5,N,N,..,0,1749,39,1608,5,97,0,0,0,Y,Y,564,7,0,0,0,756,0,0,0,72,26,46,1392,1131,261,272,0,695,0,99,99,5,179,184,6,398,404,11,676,687,D,D,417,1038,0,0,1914,1687,0,0,157,211,0,30,0,0,157,181,0,0,0,0,0,0,340,35021,340,187,134,13000,2000,400,22,53,696,3,37,231,13,90,3009,0,1548,2,2201,0,0,2,64810,0,56502,44362,0,0,2201,9377.021,4260.345752,340,35.021,103.0029412,1086,5989,5514.732965,527,3320,6299.810247,24,33,1375,6,176362,6909,72647,82,447,4,757,1,22271,276,80240,7264,176362,63.79,57,33,0,0,24,145,52,0,100.13,0,100.13,0,79.61,0,90.9,0,100.32,0,109.62,0,118.48,0,130.05,0,144.05,0,100.13,0,14607726.53,6655570,1053271,198955836,1046374,4632062,193277400,10.7,96.2,0,0,56,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,420,58,0,57,194,0,0,729,0,62056,12413,14394,16,549,0,109,0,119,1,48,1,276,277,25,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P5870,E09000029,Sutton,5875,31,185,185,0,1663,1661,2,2074,2059,15,1900,1898,2,49,49,0,4,4,0,0,0,0,0,0,0,5875,5856,19,5875,416.4,416.4,0,0,0,0,0,0,92,37,6222,6889,5,584,3704,20,3303,1940,12,2335,1245,37,6222,3704,0,0,0,0,0,0,0,0,0,0,0,37,6222,6889,19,-,-,19,-,-,..,..,..,1587,499,640,403,45,-,N,Y,2,N,Y,Y,16,1208,130,337,593,226,1,42,3,Y,Y,60,-,0,0,0,134,0,0,0,27,14,13,221,173,48,207,0,41,23,0,23,4,2,6,0,12,12,27,14,41,C,C,27,-,0,-,831,545,0,0,32,-,-,-,-,-,32,-,-,-,0,-,0,0,0,..,0,67,63,1200,35,33,-,6,19,-,1,25,-,7,333,2233,20,20,0,203,0,37,2331,1602,0,0,203,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,11944,3336,-,0,-,0,-,0,-,0,-,10,0,21.2,30,14,1,15,0,0,52,52,106.68,222.95,106.68,222.95,76.99,0,92.79,172.24,107.54,222.21,120.01,279.14,135.05,0,139.31,0,0,0,-,-,1861629.9,652946.86,365113,32597773,0,170003,32427770,7.713952607,98.87407306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,153,0,0,0,0,1,4,0,8,0,8,1,20,20,0,19,1,0,0,93,0,0,0,0,0,0,0,0,0,0,0,93,0,1,0,12,2,0,0,0,0,0,2,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7
E5900,E09000030,Tower Hamlets,11568,0,726,726,0,3186,3138,48,4544,4499,45,2509,2458,51,515,487,28,74,74,0,13,13,0,1,1,0,11568,11396,172,11566,914,889,0,0,0,148,1,27,379,141,27214,14533,56,7873,5730,48,9665,4975,37,9676,3828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,27214,14533,137,26021,14124,137,26021,14124,0,0,0,18808,7580,4447,5176,1605,0,N,Y,3,N,N,..,..,9886,189,2069,7586,550,0,18,0,Y,Y,161,6,0,23,0,396,54,36,0,27,20,7,584,520,0,1160,0,47,22,5,27,1,8,9,1,10,11,24,23,47,D,D,426,175,0,0,254,100,0,0,4,150,0,0,4,50,0,100,0,-,0,0,0,0,29,20,29,15,67,1896,404,298,12,12,19.55618,0,0,0,0,12,194,0,371,48,1626,33,0,15,843,0,1876,18223,989,1019,1626,18223,11207.25707,29,20,689.6551724,1625,17937,11038.15385,34,272,8000,9,4,444.4444444,14,33204,11537,28391,0,0,0,0,148,1898,1,-,9084,30289,23.14,22,9,4,0,9,46,52,52,108.98,231.91,108.98,231.91,83.52,0,96.8,202.68,109.57,218.23,123.28,239.56,139.86,277.92,153.5,0,160.37,0,108.98,231.91,3373995.86,1668309.17,190813,76936337.45,260645.71,284811.32,76390880,6.6,99.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,87,0,0,0,0,0,66,0,169,0,0,0,0,0,0,13,20,0,0,13,20,0,146,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,113,85,0,0,355,0,117,670,0,3564,1451,0,0,0,2,61,7,55,7,30,16,146,146,54,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,12,0,0,0,0,0,12,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U5930,E09000031,Waltham Forest,9692,0,546,546,0,3091,3091,0,3152,3152,0,2936,2936,0,246,246,0,28,28,0,8,8,0,13,13,0,10020,10020,0,10019,625.897,625.897,12,2,0,35,20,0,205,52,10117,5302,21,2667,2133,14,3160,1430,17,4290,1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,10117,5302,37,5804,3796,37,5804,3796,0,0,0,7330,2344,2756,1556,644,30,N,Y,2,N,N,Y,,6283,166,2075,3772,183,1,88,1,Y,Y,94,-,0,0,0,279,0,0,0,35,20,15,408,366,42,0,193,96,20,9,29,8,22,30,4,33,37,32,64,96,C,C,107,200,0,0,550,648,550,648,4,5,0,0,0,0,4,5,0,0,19,10,1,1,0,0,0,547,441,3900,440,201,43,0,0,0,0,0,0,0,1559,2203,1336,101,2656,0,12,89,8272,4527,0,21479,0,0,2656,21479,8086.972892,0,0,0,2614,20938,8009.946442,110,361,3281.818182,40,180,4500,27,17537,6346,17537,12,611,2,26,35,12470,20,592,6415,31236,29.31,46,35,1,0,10,13,50,0,108.88,0,104.6923077,0,81.14,0,88.9,0,105.45,0,122.01,0,138.93,0,153.81,0,171.61,0,104.69,0,1583436.18,690166.57,701900,53812640.12,34787.8,427970.18,53349882,4.225034759,98.68434573,0,0,0,35,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,130,85,0,314,0,0,529,-,776,199,750,0,0,27,0,21,6,7,19,55,25,41,0,0,25,73,16,0,0,0,0,0,0,0,0,0,0,0,0,73,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H5960,E09000032,Wandsworth,16800,412,788,785,3,4440,4411,29,6303,6255,48,4183,4105,78,995,963,32,70,65,5,18,15,3,58,58,0,16855,16657,198,16855,1766.929,1719.22,0,0,0,1,25,0,351,46,10150,4760,28,6642,2901,8,1058,820,10,2450,1039,8,2541,833,0,0,0,0,0,0,14,9055,0,0,0,60,19205,4760,36,11215,2693,26,5939,2693,0,0,0,5202,2495,1575,810,322,0,N,N,..,N,Y,Y,0,5142,72,1579,3144,337,1,18,8,N,Y,272,0,21,1,0,608,2,4,2,53,25,28,933,796,137,275,0,85,17,20,37,16,25,41,4,3,7,37,48,85,C,C,0,528,0,0,850,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,24,0,-,442,14,27,267,0,10,66,0,37,0,2344,0,0,0,0,0,0,0,9874,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24788,4768,21095,0,0,0,0,1,10416,25,19679,4630,51190,27.2,20,7,6,5,2,31,52,52,127.2,207.26,127.2,207.26,69.7,66.78,93.41,185.66,122.37,200.65,162.19,215.14,190.28,219.02,235.8,249.72,283.04,269.08,127.2,207.26,2904526,1586276,221329,120550124,2020903,1028215,117501006,3.7,99.81163651,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,4,9,141,0,0,228,0,19796,1822,22100,43,3314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
